,Date,Ticker,Senator,Transaction,Amount,Range
1530,2018-12-06,AAPL,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
1531,2018-12-06,AAPL,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
1532,2018-12-04,AAPL,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
1533,2018-11-28,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1534,2018-11-27,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1535,2018-11-27,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1536,2018-11-27,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1537,2018-11-27,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1538,2018-11-05,AAPL,"Coons, Chris",Sale,1001.0,"$1,001 - $15,000"
1539,2018-11-01,AAPL,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1540,2018-11-01,AAPL,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1541,2018-10-24,AAPL,"Coons, Chris",Purchase,1001.0,"$1,001 - $15,000"
1542,2018-09-05,AAPL,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
1543,2018-08-28,AAPL,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
1544,2018-08-24,AAPL,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
1545,2018-07-30,AAPL,"Roberts, Pat",Sale,50001.0,"$50,001 - $100,000"
1546,2018-05-01,AAPL,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
1547,2018-04-03,AAPL,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
1548,2018-03-09,AAPL,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
1549,2018-02-05,AAPL,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
1550,2018-02-05,AAPL,"Roberts, Pat",Sale,50001.0,"$50,001 - $100,000"
1551,2018-01-31,AAPL,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
1552,2018-01-31,AAPL,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
1553,2017-12-29,AAPL,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
1554,2017-11-08,AAPL,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
1555,2017-11-08,AAPL,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
1556,2017-09-27,AAPL,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
1557,2017-08-24,AAPL,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
1558,2017-08-15,AAPL,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1559,2017-08-08,AAPL,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
1560,2017-06-20,AAPL,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
1561,2017-06-15,AAPL,"Murray, Patty",Sale,1001.0,"$1,001 - $15,000"
1562,2017-06-12,AAPL,"Roberts, Pat",Sale,50001.0,"$50,001 - $100,000"
1563,2017-06-12,AAPL,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
1564,2017-06-09,AAPL,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
1565,2017-05-09,AAPL,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
1566,2017-05-09,AAPL,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
1567,2017-03-16,AAPL,"Murray, Patty",Purchase,1001.0,"$1,001 - $15,000"
1568,2017-02-01,AAPL,"Cornyn, John",Sale,15001.0,"$15,001 - $50,000"
1569,2017-01-11,AAPL,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
1570,2017-01-11,AAPL,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
1571,2016-12-15,AAPL,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
1572,2016-07-26,AAPL,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
1573,2016-04-27,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1574,2016-04-26,AAPL,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
1575,2016-04-26,AAPL,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
1576,2016-04-26,AAPL,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
1577,2016-04-26,AAPL,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
1578,2016-04-26,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1579,2016-03-22,AAPL,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1580,2016-02-25,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1581,2016-02-25,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1582,2016-02-25,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1583,2016-02-23,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1584,2016-02-23,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1585,2016-02-23,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1586,2016-02-16,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1587,2016-02-16,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1588,2016-02-16,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1589,2016-02-16,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1590,2016-02-16,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1591,2016-02-16,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1592,2016-02-12,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1593,2016-02-12,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1594,2016-02-12,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1595,2016-02-11,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1596,2016-02-11,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1597,2016-02-11,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1598,2016-02-03,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1599,2016-02-03,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1600,2016-02-03,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1601,2016-02-01,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1602,2016-02-01,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1603,2016-02-01,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1604,2016-01-28,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1605,2016-01-28,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1606,2016-01-28,AAPL,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
1607,2016-01-27,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1608,2016-01-27,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1609,2016-01-27,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1610,2016-01-27,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1611,2016-01-27,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1612,2016-01-27,AAPL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1613,2016-01-27,AAPL,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
1614,2016-01-27,AAPL,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
1615,2016-01-05,AAPL,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
1616,2022-05-13,FWONA,"Hickenlooper, John",Purchase,1001.0,"$1,001 - $15,000"
1617,2022-05-13,FWONA,"Hickenlooper, John",Sale,50001.0,"$50,001 - $100,000"
1618,2022-01-13,CRWD,"Tuberville, Tommy",Sale,15001.0,"$15,001 - $50,000"
1619,2021-07-16,CRWD,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
1620,2020-11-20,CRWD,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1621,2020-04-24,CRWD,"Wyden, Ron",Sale,50001.0,"$50,001 - $100,000"
1622,2020-04-21,CRWD,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
1623,2020-11-20,PAAS,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1624,2020-05-05,QSR,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
1625,2020-04-13,QSR,"Wyden, Ron",Purchase,1001.0,"$1,001 - $15,000"
1626,2018-04-24,FDS,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1627,2018-04-24,FDS,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1628,2020-01-13,BFAM,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
1629,2018-07-26,BFAM,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
1630,2017-05-30,BFAM,"Inhofe, James M.",Purchase,50001.0,"$50,001 - $100,000"
1631,2023-01-10,BKNG,"Sullivan, Dan",Sale,1001.0,"$1,001 - $15,000"
1632,2020-04-14,BKNG,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
1633,2020-04-14,BKNG,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
1634,2020-03-11,BKNG,"Loeffler, Kelly",Sale,1001.0,"$1,001 - $15,000"
1635,2020-03-11,BKNG,"Loeffler, Kelly",Sale,1001.0,"$1,001 - $15,000"
1636,2020-03-10,BKNG,"Loeffler, Kelly",Sale,15001.0,"$15,001 - $50,000"
1637,2020-03-10,BKNG,"Loeffler, Kelly",Sale,15001.0,"$15,001 - $50,000"
1638,2020-03-06,BKNG,"Loeffler, Kelly",Purchase,15001.0,"$15,001 - $50,000"
1639,2020-03-06,BKNG,"Loeffler, Kelly",Purchase,15001.0,"$15,001 - $50,000"
1640,2019-09-30,BKNG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1641,2019-03-26,BKNG,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
1642,2018-08-16,BKNG,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
1643,2022-10-06,ELS,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
1644,2019-04-25,SHW,"Peters, Gary",Sale,1001.0,"$1,001 - $15,000"
1645,2018-06-05,SHW,"Peters, Gary",Sale,1001.0,"$1,001 - $15,000"
1646,2019-11-12,CBS,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1647,2019-11-11,CBS,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1648,2019-11-11,CBS,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
1649,2019-11-11,CBS,"Perdue, David",Purchase,100001.0,"$100,001 - $250,000"
1650,2019-10-11,CBS,"Perdue, David",Sale,100001.0,"$100,001 - $250,000"
1651,2019-10-01,CBS,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1652,2019-10-01,CBS,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1653,2018-11-01,CBS,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1654,2018-07-30,CBS,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
1655,2018-04-10,CBS,"Udall, Tom",Sale,1001.0,"$1,001 - $15,000"
1656,2018-02-02,CBS,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1657,2018-01-22,CBS,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1658,2018-01-19,CBS,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1659,2018-01-18,CBS,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1660,2020-11-10,BYND,"Wyden, Ron",Sale,50001.0,"$50,001 - $100,000"
1661,2020-09-04,BYND,"Roberts, Pat",Sale,1001.0,"$1,001 - $15,000"
1662,2020-08-05,BYND,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
1663,2020-08-05,BYND,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
1664,2020-07-30,BYND,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
1665,2020-07-30,BYND,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
1666,2020-05-11,BYND,"Roberts, Pat",Sale,1001.0,"$1,001 - $15,000"
1667,2020-05-05,BYND,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
1668,2020-04-29,BYND,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
1669,2022-11-11,BALL,"Wyden, Ron",Sale,15001.0,"$15,001 - $50,000"
1670,2022-09-07,ECOM,"Tuberville, Tommy",Sale,500001.0,"$500,001 - $1,000,000"
1671,2022-07-14,ECOM,"Tuberville, Tommy",Purchase,100001.0,"$100,001 - $250,000"
1672,2022-06-01,ECOM,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
1673,2022-04-21,ECOM,"Tuberville, Tommy",Purchase,100001.0,"$100,001 - $250,000"
1674,2022-03-21,ECOM,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
1675,2022-03-08,ECOM,"Tuberville, Tommy",Purchase,50001.0,"$50,001 - $100,000"
1676,2021-04-16,ECOM,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
1677,2021-02-10,ECOM,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
1678,2021-02-10,ECOM,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
1679,2021-02-10,ECOM,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
1680,2020-04-14,NWS,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1681,2020-04-14,NWS,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1682,2020-03-23,NWS,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1683,2017-09-09,BIDU,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
1684,2017-09-09,BIDU,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
1685,2017-09-07,BIDU,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
1686,2017-07-31,BIDU,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
1687,2017-07-28,BIDU,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
1688,2022-06-17,IBM,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
1689,2022-01-12,IBM,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
1690,2022-01-03,IBM,"Peters, Gary",Purchase,1001.0,"$1,001 - $15,000"
1691,2021-07-26,IBM,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
1692,2020-08-19,IBM,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
1693,2020-08-19,IBM,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
1694,2019-12-19,IBM,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
1695,2019-10-21,IBM,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
1696,2019-03-21,IBM,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
1697,2018-11-29,IBM,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
1698,2018-11-19,IBM,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
1699,2018-11-19,IBM,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
1700,2018-05-24,IBM,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
1701,2018-04-24,IBM,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1702,2018-04-23,IBM,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
1703,2018-04-18,IBM,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
1704,2018-01-04,IBM,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
1705,2018-01-04,IBM,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
1706,2018-01-04,IBM,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
1707,2017-11-27,IBM,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
1708,2017-11-17,IBM,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
1709,2017-09-21,IBM,"Hoeven, John",Sale,15001.0,"$15,001 - $50,000"
1710,2017-07-07,IBM,"King, Angus",Sale,1001.0,"$1,001 - $15,000"
1711,2017-05-24,IBM,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
1712,2017-04-24,IBM,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
1713,2017-04-05,IBM,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
1714,2016-12-22,IBM,"Hoeven, John",Sale,100001.0,"$100,001 - $250,000"
1715,2016-10-26,IBM,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
1716,2016-10-26,IBM,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
1717,2016-06-07,IBM,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
1718,2016-06-07,IBM,"Whitehouse, Sheldon",Purchase,15001.0,"$15,001 - $50,000"
1719,2022-11-30,FFIV,"Sullivan, Dan",Sale,1001.0,"$1,001 - $15,000"
1720,2020-11-20,SNPS,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1721,2019-01-10,AXP,"King, Angus",Sale,1001.0,"$1,001 - $15,000"
1722,2016-09-28,AXP,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
1723,2016-02-25,AXP,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
1724,2016-02-25,AXP,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
1725,2016-02-25,AXP,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
1726,2020-02-22,BSTZ,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
1727,2020-02-22,BSTZ,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
1728,2019-11-19,BSTZ,"Hoeven, John",Purchase,100001.0,"$100,001 - $250,000"
1729,2019-06-30,BSTZ,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1730,2019-06-26,BSTZ,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1731,2019-06-26,BSTZ,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1732,2019-06-26,BSTZ,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1733,2019-06-26,BSTZ,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1734,2019-06-26,BSTZ,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1735,2019-06-26,BSTZ,"Hoeven, John",Purchase,100001.0,"$100,001 - $250,000"
1736,2020-03-05,WTRG,"King, Angus",Sale,1001.0,"$1,001 - $15,000"
1737,2022-06-17,EVT,"Tuberville, Tommy",Sale,50001.0,"$50,001 - $100,000"
1738,2022-06-06,EVT,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
1739,2022-11-11,STX,"Wyden, Ron",Sale,15001.0,"$15,001 - $50,000"
1740,2021-03-05,STX,"Wyden, Ron",Purchase,1001.0,"$1,001 - $15,000"
1741,2021-03-04,STX,"Wyden, Ron",Purchase,1001.0,"$1,001 - $15,000"
1742,2021-02-26,STX,"Wyden, Ron",Purchase,1001.0,"$1,001 - $15,000"
1743,2020-02-19,DCP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1744,2020-02-19,DCP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1745,2020-02-19,DCP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1746,2020-02-19,DCP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1747,2019-09-19,DCP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1748,2022-10-04,NID,"Carper, Thomas R.",Sale,15001.0,"$15,001 - $50,000"
1749,2021-09-29,CLX,"Tuberville, Tommy",Sale,1001.0,"$1,001 - $15,000"
1750,2021-03-29,CLX,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
1751,2020-12-31,CLX,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
1752,2020-08-24,CLX,"Wyden, Ron",Sale,1001.0,"$1,001 - $15,000"
1753,2020-08-05,CLX,"Wyden, Ron",Purchase,1001.0,"$1,001 - $15,000"
1754,2020-08-05,CLX,"Wyden, Ron",Purchase,1001.0,"$1,001 - $15,000"
1755,2020-03-19,CLX,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1756,2019-02-25,CLX,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1757,2018-04-24,CLX,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1758,2018-04-24,CLX,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1759,2018-04-20,CLX,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
1760,2018-04-05,CLX,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1761,2018-04-05,CLX,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1762,2016-04-19,CLX,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1763,2023-02-21,FPI,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1764,2023-01-18,FPI,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1765,2019-11-04,TWO,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
1766,2020-03-10,VUSFX,"Moran, Jerry",Sale,15001.0,"$15,001 - $50,000"
1767,2022-11-09,INTC,"Tuberville, Tommy",Purchase,100001.0,"$100,001 - $250,000"
1768,2022-10-17,INTC,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
1769,2022-08-11,INTC,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
1770,2022-08-05,INTC,"Tuberville, Tommy",Purchase,100001.0,"$100,001 - $250,000"
1771,2022-06-21,INTC,"Tuberville, Tommy",Purchase,50001.0,"$50,001 - $100,000"
1772,2022-06-17,INTC,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
1773,2022-06-16,INTC,"Capito, Shelley Moore",Sale,15001.0,"$15,001 - $50,000"
1774,2022-06-09,INTC,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
1775,2022-01-18,INTC,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
1776,2022-01-12,INTC,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
1777,2021-10-18,INTC,"Tuberville, Tommy",Purchase,50001.0,"$50,001 - $100,000"
1778,2021-10-15,INTC,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
1779,2021-07-26,INTC,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
1780,2021-04-28,INTC,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
1781,2021-04-06,INTC,"Wyden, Ron",Sale,15001.0,"$15,001 - $50,000"
1782,2021-02-16,INTC,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1783,2021-02-16,INTC,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
1784,2020-08-21,INTC,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
1785,2020-08-03,INTC,"Wyden, Ron",Sale,15001.0,"$15,001 - $50,000"
1786,2020-08-03,INTC,"Wyden, Ron",Sale,15001.0,"$15,001 - $50,000"
1787,2020-06-17,INTC,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
1788,2020-04-16,INTC,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1789,2020-04-16,INTC,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
1790,2019-09-25,INTC,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
1791,2019-09-25,INTC,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
1792,2019-06-10,INTC,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
1793,2019-04-18,INTC,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
1794,2019-04-18,INTC,"Whitehouse, Sheldon",Purchase,15001.0,"$15,001 - $50,000"
1795,2019-03-11,INTC,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
1796,2019-02-28,INTC,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
1797,2019-02-04,INTC,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
1798,2018-03-09,INTC,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
1799,2018-01-26,INTC,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1800,2018-01-26,INTC,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1801,2018-01-26,INTC,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1802,2018-01-04,INTC,"Capito, Shelley Moore",Sale,15001.0,"$15,001 - $50,000"
1803,2018-01-04,INTC,"Capito, Shelley Moore",Sale,15001.0,"$15,001 - $50,000"
1804,2018-01-04,INTC,"Capito, Shelley Moore",Sale,15001.0,"$15,001 - $50,000"
1805,2017-09-15,INTC,"Duckworth, Tammy",Sale,1001.0,"$1,001 - $15,000"
1806,2017-09-05,INTC,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
1807,2017-01-20,INTC,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
1808,2016-12-14,INTC,"Reed, John F.",Purchase,1001.0,"$1,001 - $15,000"
1809,2016-01-05,INTC,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
1810,2016-12-16,CTL,"Hoeven, John",Sale,100001.0,"$100,001 - $250,000"
1811,2016-03-31,CTL,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
1812,2016-03-31,CTL,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
1813,2019-04-26,LH,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
1814,2019-04-26,LH,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
1815,2018-05-03,LH,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
1816,2019-05-10,ISRG,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
1817,2019-02-28,ISRG,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
1818,2019-02-04,ISRG,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
1819,2018-10-25,ISRG,"Inhofe, James M.",Purchase,15001.0,"$15,001 - $50,000"
1820,2018-03-09,ISRG,"Reed, John F.",Sale,1001.0,"$1,001 - $15,000"
1821,2016-11-23,ISRG,"Reed, John F.",Purchase,1001.0,"$1,001 - $15,000"
1822,2016-11-23,ISRG,"Reed, John F.",Purchase,1001.0,"$1,001 - $15,000"
1823,2022-12-15,VFC,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
